p,errs_uncoded,errs_coded,errs_uncoded_ratio,errs_coded_ratio,equal_uncoded,equal_coded,orig_len_bits,bytes_to_blocks,encode,uncoded_channel,uncoded_unpack,coded_channel,decode,coded_unpack
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.2208602000027895,0.18895500000144239,0.2810570000001462,0.36805400000230293,0.18942099999912898
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.248668500000349,0.18867020000107004,0.2886216000006243,0.35577989999728743,0.2229522999987239
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.23960739999893121,0.1871754999992845,0.2696066999997129,0.36093759999857866,0.18911260000095353
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.22640789999786648,0.19267369999943185,0.2748277999999118,0.3514125999972748,0.19816680000076303
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.23733270000229822,0.19175220000033733,0.27915719999873545,0.3515436000016052,0.20229880000260891
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.24256340000283672,0.2014116999998805,0.2750820000001113,0.3745587000012165,0.19841749999977765
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.22665500000221073,0.19475500000044121,0.2862457999981416,0.36234759999933885,0.19322959999772138
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.23482999999760068,0.1925766999993357,0.27953120000165654,0.35850159999972675,0.21043060000010883
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.23888129999977536,0.19856269999945653,0.2796844999975292,0.35656879999805824,0.19243659999847296
0.0,0,0,0.0,0.0,True,True,8388608,0.20387249999839696,0.21100149999983842,0.221362100000988,0.19356120000156807,0.2719061000025249,0.3431602999989991,0.19901930000196444
0.0001,812,0,9.679794311523438e-05,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.23267150000174297,0.20682229999874835,0.26382200000080047,0.3510509000007005,0.2013571999996202
0.0001,807,0,9.620189666748047e-05,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.22362729999804287,0.1858226000003924,0.2725242000014987,0.3660338000008778,0.1984548000000359
0.0001,785,0,9.357929229736328e-05,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.23520859999916865,0.1978796000003058,0.30921930000113207,0.3892766999997548,0.195690000000468
0.0001,821,0,9.78708267211914e-05,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2297915000017383,0.18594510000184528,0.27085629999783123,0.35686019999775453,0.2049345000014
0.0001,816,0,9.72747802734375e-05,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2309662000006938,0.19543909999993048,0.2658525999977428,0.3635270999984641,0.1900988999987021
0.0001,838,0,9.989738464355469e-05,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.22958319999816013,0.1804139000014402,0.2885753000009572,0.3459283000011055,0.18926880000071833
0.0001,861,0,0.00010263919830322266,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.23106690000349772,0.19600079999872833,0.2698768000009295,0.3477614999974321,0.1978464999992866
0.0001,851,0,0.00010144710540771484,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2328161999976146,0.19045789999654517,0.27073660000314703,0.35198289999971166,0.1879620999970939
0.0001,866,0,0.00010323524475097656,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.22880150000128197,0.18718359999911627,0.27405240000007325,0.34235350000017206,0.19383569999990868
0.0001,847,0,0.00010097026824951172,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.22458710000137216,0.19881209999948624,0.26560629999949015,0.36109980000037467,0.19302710000192747
0.001,8415,0,0.0010031461715698242,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.23222059999898192,0.1964187999983551,0.2696064000010665,0.35582789999898523,0.1987578999978723
0.001,8489,0,0.001011967658996582,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2340425000002142,0.18477420000272105,0.27692019999813056,0.3558210000010149,0.19750370000110706
0.001,8380,0,0.0009989738464355469,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2262741000013193,0.1864534000014828,0.2734673000013572,0.3629885000009381,0.19147270000030403
0.001,8518,0,0.0010154247283935547,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2516101000001072,0.19814299999779905,0.31347729999833973,0.39055699999880744,0.1967599000017799
0.001,8309,0,0.0009905099868774414,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2274011999979848,0.19466660000034608,0.2879869999997027,0.3824574999998731,0.21174099999916507
0.001,8316,0,0.0009913444519042969,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.2637224000027345,0.24219169999923906,0.312221000000136,0.39652360000036424,0.20290120000208844
0.001,8522,0,0.0010159015655517578,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.3103960000007646,0.21612570000070264,0.34406740000122227,0.35984910000115633,0.1875086999971245
0.001,8308,0,0.0009903907775878906,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.26178149999759626,0.2116067999995721,0.2857401999972353,0.3717885000005481,0.20282319999751053
0.001,8329,0,0.000992894172668457,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.24977270000090357,0.20364790000166977,0.3353727000030631,0.45493700000224635,0.1991362000007939
0.001,8282,0,0.0009872913360595703,0.0,False,True,8388608,0.20387249999839696,0.21100149999983842,0.26249879999886616,0.22330169999986538,0.29471660000126576,0.38244870000198716,0.1929576000002271
0.005,42123,8,0.005021452903747559,9.5367431640625e-07,False,False,8388608,0.20387249999839696,0.21100149999983842,0.22849769999811542,0.19393160000254284,0.27090880000105244,0.3648730999993859,0.20841520000249147
0.005,41875,19,0.004991888999938965,2.2649765014648438e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2381494000001112,0.1865418999987014,0.28672699999879114,0.3779628000011144,0.19688829999722657
0.005,41757,14,0.004977822303771973,1.6689300537109375e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23889250000138418,0.20439260000057402,0.280785900002229,0.35279929999887827,0.1902819000024465
0.005,41676,15,0.004968166351318359,1.7881393432617188e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23415010000098846,0.21651479999854928,0.28824080000049435,0.35792529999889666,0.19988800000282936
0.005,41876,12,0.004992008209228516,1.430511474609375e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2396625999972457,0.19713599999886355,0.2864919999992708,0.3596975000000384,0.19924140000148327
0.005,41922,7,0.0049974918365478516,8.344650268554688e-07,False,False,8388608,0.20387249999839696,0.21100149999983842,0.22991819999879226,0.20086350000201492,0.2921989999995276,0.37408739999955287,0.21154529999694205
0.005,41817,14,0.0049849748611450195,1.6689300537109375e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24983199999769568,0.21224399999846355,0.3033550000000105,0.367165899999236,0.20078579999972135
0.005,41676,22,0.004968166351318359,2.6226043701171875e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2538017000006221,0.21703300000081072,0.31495819999690866,0.40625960000033956,0.21274750000156928
0.005,41854,23,0.0049893856048583984,2.7418136596679688e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2615643999997701,0.21376629999940633,0.29933949999758624,0.4045972999992955,0.19486899999901652
0.005,41729,11,0.004974484443664551,1.3113021850585938e-06,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23510019999957876,0.20875969999906374,0.2871115000016289,0.36907670000073267,0.2077921999989485
0.01,83872,181,0.009998321533203125,2.1576881408691406e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25201709999964805,0.22030480000103125,0.32132029999775114,0.36822119999851566,0.22316010000213282
0.01,83545,168,0.00995934009552002,2.002716064453125e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25032629999986966,0.20801750000100583,0.29152480000266223,0.3937694000014744,0.19949439999982133
0.01,83813,218,0.009991288185119629,2.5987625122070312e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24155189999873983,0.20066640000004554,0.299017700002878,0.36830619999818737,0.20212220000030356
0.01,83846,190,0.009995222091674805,2.2649765014648438e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23717620000024908,0.19635550000020885,0.3039400999987265,0.37620310000056634,0.20277200000055018
0.01,84275,220,0.01004636287689209,2.6226043701171875e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24233520000052522,0.205852800001594,0.2930216999993718,0.36072760000024573,0.2025681999984954
0.01,83485,200,0.009952187538146973,2.384185791015625e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24225790000127745,0.2072312000018428,0.2916643999997177,0.36503239999728976,0.20351339999979245
0.01,83881,251,0.009999394416809082,2.9921531677246094e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23550199999954202,0.20411639999656472,0.2892190999991726,0.3645773999996891,0.21115909999934956
0.01,83893,166,0.010000824928283691,1.9788742065429688e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24190359999920474,0.1995747000000847,0.2937359999996261,0.3905584000021918,0.1956298999975843
0.01,84206,238,0.010038137435913086,2.8371810913085938e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.28181559999939054,0.19773320000240346,0.2885043999995105,0.3706166999982088,0.19699380000020028
0.01,83671,201,0.009974360466003418,2.396106719970703e-05,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2345932999996876,0.19901309999841033,0.3005938000023889,0.3862795000022743,0.20723850000285893
0.15,1257094,1241601,0.1498572826385498,0.14801037311553955,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2636851999995997,0.21131030000105966,0.3081646999999066,0.3958457999979146,0.21112970000103815
0.15,1259604,1242911,0.15015649795532227,0.14816653728485107,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2668591999972705,0.201197599999432,0.2991650000003574,0.3969065000019327,0.2050271000007342
0.15,1257975,1242632,0.14996230602264404,0.1481332778930664,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2490496999998868,0.20351170000139973,0.3191807000002882,0.3915643000000273,0.1887395000012475
0.15,1259349,1242620,0.15012609958648682,0.1481318473815918,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23507260000042152,0.2186137000026065,0.288136699997267,0.3876249999993888,0.1896407000022009
0.15,1258514,1241954,0.15002655982971191,0.14805245399475098,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2338930000005348,0.18034540000007837,0.2923670999989554,0.3900534999993397,0.1863621000011335
0.15,1258278,1240721,0.14999842643737793,0.14790546894073486,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23545730000114418,0.18878770000083023,0.28260779999982333,0.3729566999973031,0.19661699999778648
0.15,1258155,1241415,0.14998376369476318,0.1479882001876831,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23798770000212244,0.19229170000107842,0.276923599998554,0.39095499999893946,0.18462870000075782
0.15,1258458,1242193,0.15001988410949707,0.1480809450149536,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2353912999969907,0.18347189999985858,0.29806599999938044,0.39441200000146637,0.18571169999995618
0.15,1259096,1244318,0.15009593963623047,0.14833426475524902,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2466199999980745,0.19957109999813838,0.34789810000074795,0.4044983999992837,0.19304810000176076
0.15,1258822,1241780,0.15006327629089355,0.14803171157836914,False,False,8388608,0.20387249999839696,0.21100149999983842,0.26377919999868027,0.19546640000044135,0.3092832999973325,0.39115899999887915,0.1924823999979708
0.02,167576,2614,0.01997661590576172,0.0003116130828857422,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23844819999794709,0.18980549999832874,0.2789707999982056,0.3571316999987175,0.1972779999996419
0.02,168388,2829,0.020073413848876953,0.00033724308013916016,False,False,8388608,0.20387249999839696,0.21100149999983842,0.28248549999989336,0.19713559999945574,0.2798466999993252,0.35632909999912954,0.19766580000214162
0.02,168074,2729,0.020035982131958008,0.00032532215118408203,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23691669999971054,0.19345749999774853,0.3060397999979614,0.35582780000186176,0.19368260000192095
0.02,167440,2622,0.019960403442382812,0.00031256675720214844,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24451530000078492,0.19116150000263588,0.28442640000139363,0.35034970000197063,0.2035366999989492
0.02,167567,2608,0.01997554302215576,0.0003108978271484375,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23711959999855026,0.1946877999980643,0.2825745999980427,0.3561180999968201,0.2035676000014064
0.02,167892,2585,0.020014286041259766,0.00030815601348876953,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23851989999820944,0.196442799999204,0.304804299998068,0.35758630000054836,0.2021467999984452
0.02,167966,2707,0.020023107528686523,0.00032269954681396484,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23883520000163116,0.1999811999994563,0.280239799998526,0.34977319999961765,0.1956370000007155
0.02,167830,2820,0.020006895065307617,0.0003361701965332031,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23169399999824236,0.19441480000023148,0.3053856000005908,0.35634769999887794,0.19539649999933317
0.02,168027,2608,0.02003037929534912,0.0003108978271484375,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24185579999902984,0.20737910000025295,0.28257590000066557,0.3511962000011408,0.21244840000144904
0.02,166453,2750,0.01984274387359619,0.00032782554626464844,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24117269999987911,0.18764879999798723,0.2785154999983206,0.35006439999779104,0.2059724000027927
0.05,418498,67391,0.04988884925842285,0.0080336332321167,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24186230000123032,0.19372890000158804,0.29359979999935604,0.36751940000249306,0.20039120000001276
0.05,419134,68107,0.04996466636657715,0.008118987083435059,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24449810000078287,0.20830849999765633,0.2827897999995912,0.36685010000292095,0.19765740000002552
0.05,418204,68140,0.04985380172729492,0.008122920989990234,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24132190000091214,0.19769870000163792,0.28742849999980535,0.3848190999997314,0.20301370000015595
0.05,420194,66707,0.05009102821350098,0.007952094078063965,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23631720000048517,0.19735659999787458,0.2937065000005532,0.3565339999986463,0.1923304999982065
0.05,418329,67791,0.04986870288848877,0.008081316947937012,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2446899000024132,0.19543610000255285,0.288484900000185,0.36723999999958323,0.19664190000185044
0.05,419622,67685,0.05002284049987793,0.008068680763244629,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23896410000088508,0.20247160000144504,0.2814920000018901,0.36729209999975865,0.20554750000155764
0.05,420427,67346,0.05011880397796631,0.008028268814086914,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23392420000163838,0.19300600000133272,0.2854548000032082,0.3689373999986856,0.19377080000049318
0.05,419133,67385,0.0499645471572876,0.008032917976379395,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23949999999967986,0.19908199999917997,0.300537399998575,0.3585614999974496,0.199337199999718
0.05,418849,67482,0.049930691719055176,0.00804448127746582,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24630890000116779,0.19153230000301846,0.2854659000004176,0.3696068999997806,0.20023109999965527
0.05,419463,67155,0.050003886222839355,0.008005499839782715,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24690019999979995,0.19556889999876148,0.286117200001172,0.3690158999997948,0.18941039999845088
0.1,837939,510940,0.09989011287689209,0.06090879440307617,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25756209999963176,0.19848819999970146,0.3021076000004541,0.385755599996628,0.2007517000020016
0.1,838157,508242,0.09991610050201416,0.060587167739868164,False,False,8388608,0.20387249999839696,0.21100149999983842,0.23404480000317562,0.19594299999880604,0.300160999999207,0.3932108999979391,0.1997823999990942
0.1,838825,510801,0.09999573230743408,0.06089222431182861,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24344910000218078,0.19303260000015143,0.29442349999953876,0.3899678000016138,0.19885490000160644
0.1,838738,510688,0.09998536109924316,0.060878753662109375,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24546969999937573,0.1996300999999221,0.29572189999817056,0.40112669999871287,0.19361980000030599
0.1,839183,510658,0.10003840923309326,0.06087517738342285,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24271300000327756,0.20291890000225976,0.29799260000072536,0.4012216000010085,0.1895126999988861
0.1,839465,507863,0.10007202625274658,0.06054198741912842,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2442445000015141,0.2009340999975393,0.3018424000001687,0.3907601999999315,0.19227020000107586
0.1,838713,508475,0.0999823808670044,0.060614943504333496,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24798720000035246,0.2045047000028717,0.29576689999885275,0.3931253000009747,0.20298519999778364
0.1,840059,511896,0.10014283657073975,0.06102275848388672,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24350629999753437,0.19261699999697157,0.3070183000018005,0.3779374000005191,0.2054204000014579
0.1,838952,510467,0.10001087188720703,0.06085240840911865,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2852722999996331,0.21393979999993462,0.3168603999984043,0.4086325999996916,0.20228820000193082
0.1,838023,510514,0.09990012645721436,0.06085801124572754,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2525706000014907,0.24462960000164458,0.4406472999980906,0.4407676000009815,0.20256660000086413
0.2,1677397,1950567,0.19996130466461182,0.23252570629119873,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24703189999854658,0.19741330000033486,0.3155860000006214,0.3974441999998817,0.19783800000004703
0.2,1676548,1950322,0.1998600959777832,0.2324965000152588,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25903829999879235,0.1926619000005303,0.3097821000010299,0.4065459999983432,0.20249999999941792
0.2,1676406,1949130,0.199843168258667,0.23235440254211426,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2688107000030868,0.19817780000084895,0.3193835999991279,0.43623249999654945,0.22299159999965923
0.2,1677352,1952429,0.19995594024658203,0.23274767398834229,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2858126999999513,0.2138651999994181,0.3489148999979079,0.4113257999997586,0.2039857000017946
0.2,1677152,1951912,0.19993209838867188,0.23268604278564453,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25561970000126166,0.19171989999813377,0.3037807000000612,0.41325509999660426,0.20144749999963096
0.2,1679168,1950331,0.20017242431640625,0.23249757289886475,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24519920000238926,0.19599609999932,0.30973440000161645,0.4143843999991077,0.20042380000086268
0.2,1679315,1948865,0.20018994808197021,0.2323228120803833,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24956269999893266,0.22163709999949788,0.3344624000019394,0.3920089999992342,0.19242409999787924
0.2,1677190,1951701,0.1999366283416748,0.23266088962554932,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24508970000169938,0.2018690000004426,0.37484459999905084,0.3976215999973647,0.19367760000022827
0.2,1676145,1950490,0.19981205463409424,0.23251652717590332,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2433495999976003,0.20547919999808073,0.3208758000000671,0.4126326000005065,0.23423919999913778
0.2,1678568,1953270,0.20010089874267578,0.2328479290008545,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2911006000031193,0.22349259999828064,0.35008449999804725,0.42289940000046045,0.20634739999877638
0.3,2517132,2902695,0.3000655174255371,0.346028208732605,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25623669999913545,0.19464090000110446,0.3153872000002593,0.3926452000014251,0.1955746999992698
0.3,2515361,2901691,0.2998543977737427,0.345908522605896,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24957850000282633,0.1971640000010666,0.32095960000151535,0.4087655999974231,0.20284760000140523
0.3,2518563,2902083,0.3002361059188843,0.3459552526473999,False,False,8388608,0.20387249999839696,0.21100149999983842,0.24517909999849508,0.2033609999998589,0.3141349000034097,0.4042227999998431,0.19483640000180458
0.3,2516262,2906142,0.29996180534362793,0.3464391231536865,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25937210000120103,0.20420829999784473,0.314162499998929,0.4009050999993633,0.20256919999883394
0.3,2518016,2903036,0.3001708984375,0.3460688591003418,False,False,8388608,0.20387249999839696,0.21100149999983842,0.26209770000059507,0.20297089999803575,0.33187660000112373,0.43188590000136173,0.2019134000001941
0.3,2518440,2904565,0.30022144317626953,0.34625113010406494,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2561883999987913,0.20263379999960307,0.33114199999909033,0.3987508999998681,0.2028948000006494
0.3,2516399,2902483,0.2999781370162964,0.3460029363632202,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27832739999939804,0.1947254000006069,0.32120649999706075,0.41877069999827654,0.1937134999971022
0.3,2512956,2901906,0.29956769943237305,0.3459341526031494,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25855950000186567,0.195183799998631,0.31675130000076024,0.40288669999790727,0.19290109999928973
0.3,2516783,2902407,0.3000239133834839,0.34599387645721436,False,False,8388608,0.20387249999839696,0.21100149999983842,0.25754109999979846,0.19854579999810085,0.32300060000125086,0.4078888000003644,0.18897430000288296
0.3,2519270,2902064,0.3003203868865967,0.34595298767089844,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27442119999977876,0.19981579999875976,0.33156249999956344,0.4148864999988291,0.19403950000196346
0.4,3356347,3563469,0.400107741355896,0.4247986078262329,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2668026999999711,0.19394539999848348,0.33075230000031297,0.3941801000000851,0.20206250000046566
0.4,3357452,3560979,0.4002394676208496,0.42450177669525146,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2574377999990247,0.2020580999997037,0.3400342000022647,0.40400099999897066,0.20081089999803226
0.4,3354880,3562795,0.399932861328125,0.4247182607650757,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27267899999787915,0.20185250000213273,0.3324897000020428,0.4248891999995976,0.20725630000015371
0.4,3354594,3563582,0.3998987674713135,0.42481207847595215,False,False,8388608,0.20387249999839696,0.21100149999983842,0.26677550000022165,0.1981262000008428,0.34859720000167727,0.4017359000026772,0.1963008999991871
0.4,3353514,3562595,0.39977002143859863,0.4246944189071655,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27762169999914477,0.19145190000199364,0.3609712000034051,0.4013818000021274,0.1970588999975007
0.4,3355303,3564404,0.399983286857605,0.4249100685119629,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27033120000123745,0.20541750000120373,0.35221199999796227,0.417617800001608,0.2013336000018171
0.4,3353093,3563824,0.39971983432769775,0.42484092712402344,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2719390999991447,0.19731730000057723,0.3254894999990938,0.4311608999996679,0.1951394000025175
0.4,3356910,3564730,0.4001748561859131,0.42494893074035645,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2656274000000849,0.19549470000129077,0.3320722999997088,0.40646209999977145,0.19142130000182078
0.4,3355757,3563042,0.40003740787506104,0.4247477054595947,False,False,8388608,0.20387249999839696,0.21100149999983842,0.26195240000015474,0.19631440000011935,0.34333239999978105,0.40099240000199643,0.19882000000143307
0.4,3355576,3565038,0.40001583099365234,0.4249856472015381,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2657586999994237,0.19592310000007274,0.36412859999836655,0.40367630000037025,0.20102630000110366
0.5,4193878,4193751,0.49994921684265137,0.4999340772628784,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2794603000002098,0.1943356000010681,0.3330219000017678,0.3914495999997598,0.20299679999880027
0.5,4191932,4193866,0.49971723556518555,0.49994778633117676,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2756172000008519,0.19579940000039642,0.3635233999993943,0.3862915999998222,0.19903770000018994
0.5,4193786,4193842,0.4999382495880127,0.49994492530822754,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2730522000019846,0.2049838999992062,0.3406271000021661,0.3953758999996353,0.2030534000004991
0.5,4194686,4195847,0.5000455379486084,0.5001839399337769,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2690790999986348,0.1962658000011288,0.34814039999764645,0.41099059999760357,0.20679010000094422
0.5,4192922,4193459,0.4998352527618408,0.4998992681503296,False,False,8388608,0.20387249999839696,0.21100149999983842,0.26682529999743565,0.19835260000036214,0.3603272000000288,0.4014992999982496,0.2023016999992251
0.5,4196012,4193939,0.5002036094665527,0.49995648860931396,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2685753999976441,0.2026716000000306,0.35203980000005686,0.4052780999991228,0.19384189999982482
0.5,4194558,4195360,0.5000302791595459,0.5001258850097656,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2688097000027483,0.20258710000052815,0.3344630999999936,0.4038457999995444,0.20425459999751183
0.5,4195371,4191058,0.5001271963119507,0.49961304664611816,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2763481000001775,0.20820159999857424,0.3532034999989264,0.3959036999985983,0.20017359999837936
0.5,4194667,4193180,0.5000432729721069,0.4998660087585449,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2696434000026784,0.19739689999914845,0.34725260000050184,0.4124111000019184,0.21002769999904558
0.5,4194123,4192260,0.4999784231185913,0.4997563362121582,False,False,8388608,0.20387249999839696,0.21100149999983842,0.26728949999960605,0.20160370000303374,0.34336160000020755,0.40223799999876064,0.20694589999766322
0.6,5032466,4828793,0.5999166965484619,0.5756369829177856,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2677165999994031,0.20043189999705646,0.3598798999992141,0.4089390999979514,0.1956212000004598
0.6,5033280,4826142,0.6000137329101562,0.5753209590911865,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2829535999990185,0.1986304999991262,0.35084249999999884,0.3993895000021439,0.19626849999986007
0.6,5034669,4826243,0.6001793146133423,0.5753329992294312,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27029440000114846,0.2016373999977077,0.3516008000005968,0.4023477999980969,0.19426910000038333
0.6,5030733,4826610,0.5997101068496704,0.5753767490386963,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2788097000011476,0.1999093999984325,0.34947900000042864,0.40512110000054236,0.19883009999830392
0.6,5030616,4827144,0.599696159362793,0.5754404067993164,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2910971999990579,0.20128960000147345,0.3603374999984226,0.4009280000027502,0.2051790000004985
0.6,5033878,4825867,0.6000850200653076,0.5752881765365601,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2743499999996857,0.19938209999963874,0.36161449999781325,0.4003157999977702,0.19322230000034324
0.6,5031745,4824524,0.5998307466506958,0.5751280784606934,False,False,8388608,0.20387249999839696,0.21100149999983842,0.28028180000183056,0.20906990000003134,0.37299519999942277,0.395954100000381,0.20139039999776287
0.6,5031528,4823582,0.5998048782348633,0.5750157833099365,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2805631999981415,0.19476700000086566,0.3562259999998787,0.403058100000635,0.19516529999964405
0.6,5033223,4823672,0.6000069379806519,0.5750265121459961,False,False,8388608,0.20387249999839696,0.21100149999983842,0.2810575000003155,0.18976760000077775,0.3611144999995304,0.4052214000003005,0.19429260000106297
0.6,5034421,4825720,0.6001497507095337,0.5752706527709961,False,False,8388608,0.20387249999839696,0.21100149999983842,0.27663250000114203,0.19773759999952745,0.3532870999988518,0.40467229999921983,0.22038370000154828
